,client_id,monetary,recency,frequency,age,education,gender
2257,19675_id,90,2197,7887,26.0,bachelor,male
2258,18076_id,53,853,1232,26.0,bachelor,male
2259,8501_id,19,261,178,26.0,bachelor,male
2260,14348_id,29,578,427,26.0,bachelor,male
2261,9413_id,19,364,154,26.0,bachelor,female
2262,2780_id,14,143,22,26.0,bachelor,female
2263,19867_id,89,2550,7515,26.0,bachelor,female
2264,14447_id,32,509,409,26.0,bachelor,female
2265,15573_id,33,690,447,26.0,bachelor,female
2266,17462_id,44,686,952,26.0,bachelor,female
2267,8050_id,19,275,91,26.0,bachelor,female
2268,16643_id,38,694,854,26.0,bachelor,male
2269,15532_id,31,696,376,26.0,bachelor,female
2270,4619_id,16,185,40,26.0,bachelor,male
2271,11326_id,19,351,150,26.0,bachelor,male
2272,12614_id,22,522,318,26.0,bachelor,female
2273,9370_id,21,440,228,26.0,bachelor,male
2274,11488_id,19,388,161,26.0,bachelor,female
2275,6055_id,16,266,83,26.0,bachelor,female
2276,15967_id,30,714,436,26.0,bachelor,male
2277,3589_id,16,236,43,26.0,bachelor,female
2278,13611_id,24,561,261,26.0,bachelor,male
2279,11518_id,21,450,212,26.0,bachelor,female
2280,15280_id,33,676,431,26.0,bachelor,male
2281,18202_id,51,904,2033,26.0,bachelor,male
2282,11552_id,21,421,188,26.0,bachelor,female
2283,15879_id,34,654,475,26.0,bachelor,male
2284,9597_id,20,456,208,26.0,bachelor,male
2285,6197_id,15,298,122,26.0,bachelor,female
2286,13197_id,26,528,264,26.0,bachelor,female
2287,12326_id,26,398,272,26.0,bachelor,female
2288,3447_id,15,225,58,26.0,bachelor,male
2289,2612_id,14,143,39,26.0,bachelor,male
2290,1484_id,12,120,28,26.0,bachelor,male
2291,15146_id,34,523,392,26.0,bachelor,male
2292,14110_id,24,480,280,26.0,bachelor,male
2293,10783_id,21,466,161,26.0,bachelor,female
2294,19593_id,83,1866,7446,26.0,bachelor,male
2295,5562_id,17,199,68,26.0,bachelor,female
2296,1518_id,12,104,23,26.0,bachelor,female
2297,13188_id,24,482,251,26.0,bachelor,male
2298,16867_id,46,657,825,26.0,bachelor,male
2299,1512_id,14,122,34,26.0,bachelor,male
2300,18763_id,54,1435,3454,26.0,bachelor,male
2301,17826_id,43,1050,2001,26.0,bachelor,male
2302,1915_id,12,120,38,26.0,bachelor,male
2303,12538_id,24,492,265,26.0,bachelor,female
2304,17730_id,37,924,1329,26.0,bachelor,male
2305,3393_id,18,197,66,26.0,bachelor,male
2306,3052_id,14,144,21,26.0,bachelor,female
2307,4332_id,16,233,58,26.0,bachelor,male
2308,1561_id,13,98,38,26.0,bachelor,female
2309,15639_id,34,627,408,26.0,bachelor,male
2310,15449_id,33,718,330,26.0,bachelor,male
2311,19897_id,85,2453,8359,26.0,bachelor,female
2312,11049_id,21,465,160,26.0,bachelor,male
2313,4365_id,18,213,57,26.0,bachelor,female
2314,335_id,12,76,18,26.0,bachelor,female
2315,13142_id,24,492,318,26.0,bachelor,male
2316,10725_id,21,347,181,26.0,bachelor,male
2317,809_id,14,64,14,26.0,bachelor,female
2318,682_id,14,88,14,26.0,bachelor,female
2319,5074_id,18,236,60,26.0,bachelor,male
2320,18913_id,62,1107,3368,26.0,bachelor,female
2321,12766_id,22,550,261,26.0,bachelor,male
2322,12817_id,23,483,297,26.0,bachelor,male
2323,18270_id,58,784,1142,26.0,bachelor,female
2324,18811_id,61,1339,2776,26.0,bachelor,male
2325,18936_id,63,1395,3030,26.0,bachelor,male
2326,980_id,14,71,19,26.0,bachelor,female
2327,7611_id,19,324,120,26.0,bachelor,male
2328,5779_id,15,191,77,26.0,bachelor,male
2329,17435_id,36,719,733,26.0,bachelor,male
2330,9320_id,20,419,201,26.0,bachelor,female
2331,44_id,14,18,15,26.0,bachelor,male
2332,10278_id,20,479,186,26.0,bachelor,female
2333,654_id,13,83,19,26.0,bachelor,male
2334,6940_id,16,292,81,26.0,bachelor,male
2335,9566_id,20,388,165,26.0,bachelor,male
2336,4802_id,16,220,61,26.0,bachelor,male
2337,1952_id,12,138,21,26.0,bachelor,female
2338,4797_id,15,196,57,26.0,bachelor,male
2339,18665_id,56,1405,4151,26.0,bachelor,female
2340,15327_id,33,634,454,26.0,bachelor,male
2341,5158_id,15,177,46,26.0,bachelor,male
2342,12214_id,26,418,254,26.0,bachelor,male
2343,5303_id,16,231,46,26.0,bachelor,male
2344,8168_id,21,253,75,26.0,bachelor,female
2345,4240_id,17,183,40,26.0,bachelor,male
2346,9589_id,19,430,174,26.0,bachelor,male
2347,7240_id,21,271,148,26.0,bachelor,male
2348,18792_id,58,1320,3669,26.0,bachelor,female
2349,14675_id,28,528,337,26.0,bachelor,male
2350,19403_id,83,1997,6758,26.0,bachelor,male
2351,6093_id,16,309,129,26.0,bachelor,female
2352,14124_id,22,503,268,26.0,bachelor,female
2353,14085_id,22,599,283,26.0,bachelor,female
2354,16279_id,41,678,624,26.0,bachelor,male
2355,4729_id,15,239,56,26.0,bachelor,male
2356,12637_id,26,509,279,26.0,bachelor,female
2357,15940_id,32,653,494,26.0,bachelor,female
2358,11110_id,21,460,185,26.0,bachelor,male
2359,17615_id,45,857,1695,26.0,bachelor,male
2360,10015_id,19,369,201,26.0,bachelor,female
2361,4117_id,15,206,53,26.0,bachelor,male
2362,17651_id,35,814,2045,26.0,bachelor,male
2363,7913_id,19,244,137,26.0,bachelor,female
2364,15654_id,31,611,470,26.0,bachelor,female
2365,7722_id,21,330,101,26.0,bachelor,male
2366,2600_id,14,100,21,26.0,bachelor,female
2367,19777_id,90,2593,9499,26.0,bachelor,female
2368,482_id,13,19,17,26.0,bachelor,male
2369,10986_id,20,430,153,26.0,bachelor,female
2370,18637_id,55,1297,2665,26.0,bachelor,female
2371,5223_id,16,170,55,26.0,bachelor,female
2372,2015_id,12,99,23,26.0,bachelor,male
2373,4359_id,15,192,53,26.0,bachelor,male
2374,6850_id,17,273,92,26.0,bachelor,female
2375,11015_id,21,447,181,26.0,bachelor,male
2376,12325_id,23,416,248,26.0,bachelor,female
2377,11766_id,22,392,243,26.0,bachelor,male
2378,9753_id,21,469,198,26.0,bachelor,female
2379,7787_id,19,274,97,26.0,bachelor,female
2380,11771_id,22,448,301,26.0,bachelor,male
2381,18873_id,61,1435,4857,26.0,bachelor,female
2382,3060_id,12,142,36,26.0,bachelor,female
2383,15328_id,32,600,462,26.0,bachelor,male
2384,19146_id,70,1103,5632,26.0,bachelor,male
2385,821_id,14,14,16,26.0,bachelor,female
2386,9483_id,19,436,165,26.0,bachelor,male
2387,13950_id,22,578,276,26.0,bachelor,male
2388,19197_id,68,1244,5511,26.0,bachelor,female
2389,12059_id,24,401,302,26.0,bachelor,male
2390,12618_id,23,578,242,26.0,bachelor,female
2391,9866_id,21,470,209,26.0,bachelor,male
2392,12124_id,23,472,265,26.0,bachelor,male
2393,2607_id,14,106,30,26.0,bachelor,male
2394,4478_id,18,179,62,26.0,bachelor,male
2395,2383_id,13,116,34,26.0,bachelor,male
2396,14901_id,32,484,392,26.0,bachelor,male
2397,2089_id,12,105,23,26.0,bachelor,female
2398,15404_id,30,702,386,26.0,bachelor,female
2399,3959_id,16,228,62,26.0,bachelor,female
2400,17291_id,45,603,957,26.0,bachelor,female
2401,17443_id,42,681,565,26.0,bachelor,male
2402,6177_id,18,322,99,26.0,bachelor,female
2403,14449_id,31,568,452,26.0,bachelor,male
2404,16110_id,31,621,362,26.0,bachelor,female
2405,15420_id,28,665,449,26.0,bachelor,female
2406,1017_id,14,25,18,26.0,bachelor,male
2407,6821_id,17,329,133,26.0,bachelor,female
2408,18985_id,56,1293,3973,26.0,bachelor,female
2409,7544_id,19,262,71,26.0,bachelor,male
2410,13551_id,22,539,290,26.0,bachelor,female
2411,3391_id,16,226,58,26.0,bachelor,female
2412,6235_id,15,278,77,26.0,bachelor,female
2413,13962_id,23,538,266,26.0,bachelor,female
2414,11864_id,23,476,291,26.0,bachelor,male
2415,12078_id,24,478,282,26.0,bachelor,female
2416,8285_id,19,253,89,26.0,bachelor,male
2417,18343_id,60,772,1801,26.0,bachelor,female
2418,9034_id,21,443,152,26.0,bachelor,male
2419,10885_id,20,479,225,26.0,bachelor,male
2420,10138_id,21,368,172,26.0,bachelor,male
2421,3543_id,15,190,55,26.0,bachelor,male
2422,9176_id,21,432,160,26.0,bachelor,female
2423,13703_id,24,516,274,26.0,bachelor,female
2424,3032_id,13,121,33,26.0,bachelor,female
2425,2689_id,14,154,38,26.0,bachelor,female
2426,6090_id,16,288,72,26.0,bachelor,male
2427,18371_id,58,784,1185,26.0,bachelor,female
2428,19587_id,80,1865,5533,26.0,bachelor,female
2429,14057_id,24,533,264,26.0,bachelor,female
2430,16493_id,41,708,679,26.0,bachelor,male
2431,7976_id,20,325,126,26.0,bachelor,female
2432,1911_id,12,108,25,26.0,bachelor,male
2433,5465_id,15,195,43,26.0,bachelor,female
2434,11949_id,23,387,242,26.0,bachelor,male
2435,4204_id,18,237,61,26.0,bachelor,male
2436,15372_id,33,697,370,26.0,bachelor,female
2437,6064_id,17,300,124,26.0,bachelor,female
2438,1496_id,14,151,23,26.0,bachelor,male
2439,6998_id,17,316,76,26.0,bachelor,male
2440,4399_id,16,201,56,26.0,bachelor,male
2441,19209_id,65,1189,7261,26.0,bachelor,female
2442,1869_id,13,103,20,26.0,bachelor,male
2443,6799_id,15,286,136,26.0,bachelor,male
2444,4093_id,17,181,53,26.0,bachelor,male
2445,9099_id,19,453,222,26.0,bachelor,female
2446,9292_id,20,376,191,26.0,bachelor,female
2447,3138_id,13,104,25,26.0,bachelor,male
2448,7184_id,16,298,129,26.0,bachelor,female
2449,9735_id,19,428,207,26.0,bachelor,male
2450,17397_id,42,702,669,26.0,bachelor,male
2451,14239_id,33,492,438,26.0,bachelor,female
2452,13417_id,25,520,316,26.0,bachelor,male
2453,4646_id,17,234,54,26.0,bachelor,male
2454,13994_id,24,510,251,26.0,bachelor,female
2455,17201_id,35,662,743,26.0,bachelor,male
2456,14816_id,33,576,346,26.0,bachelor,female
2457,12414_id,24,491,314,26.0,bachelor,male
2458,9166_id,19,420,204,26.0,bachelor,male
2459,3621_id,18,177,63,26.0,bachelor,female
2460,3678_id,18,230,50,26.0,bachelor,female
2461,7852_id,20,246,130,26.0,bachelor,female
2462,12236_id,24,459,251,26.0,bachelor,male
2463,3480_id,18,195,57,26.0,bachelor,female
2464,1330_id,12,148,14,26.0,bachelor,male
2465,11134_id,19,443,238,26.0,bachelor,female
2466,18571_id,53,1361,5067,26.0,bachelor,male
2467,6228_id,18,334,113,26.0,bachelor,male
2468,16151_id,32,610,463,26.0,bachelor,male
2469,1762_id,14,146,32,26.0,bachelor,female
2470,10896_id,20,399,172,26.0,bachelor,female
2471,12374_id,22,563,273,26.0,bachelor,male
2472,19502_id,81,1705,5752,26.0,bachelor,male
2473,5875_id,16,324,72,26.0,bachelor,female
2474,6388_id,16,245,132,26.0,bachelor,female
2475,11777_id,24,427,285,26.0,bachelor,male
2476,727_id,13,35,15,26.0,bachelor,male
2477,173_id,14,20,14,26.0,bachelor,female
2478,1088_id,12,68,19,26.0,bachelor,male
2479,10683_id,19,357,177,26.0,bachelor,male
2480,15100_id,33,507,393,26.0,bachelor,male
2481,13008_id,23,525,262,26.0,bachelor,female
2482,389_id,12,22,16,26.0,bachelor,female
2483,1611_id,13,154,37,26.0,bachelor,female
2484,15022_id,27,503,435,26.0,bachelor,male
2485,6973_id,15,275,101,26.0,bachelor,female
2486,18683_id,58,1259,2672,26.0,bachelor,female
2487,2650_id,13,98,20,26.0,bachelor,male
2488,11319_id,19,446,223,26.0,bachelor,male
2489,19583_id,71,1675,6775,26.0,bachelor,male
2490,1907_id,14,166,25,26.0,bachelor,female
2491,1660_id,14,112,22,26.0,bachelor,female
2492,12966_id,22,489,275,26.0,bachelor,male
2493,639_id,14,53,19,26.0,bachelor,male
2494,488_id,13,73,15,26.0,bachelor,female
2495,15748_id,32,718,326,26.0,bachelor,male
2496,14432_id,28,525,382,26.0,bachelor,female
2497,5066_id,16,213,54,26.0,bachelor,female
2498,6068_id,16,279,110,26.0,bachelor,female
2499,17538_id,35,696,638,26.0,bachelor,female
2500,13_id,12,22,19,26.0,bachelor,male
2501,1249_id,14,160,19,26.0,bachelor,male
2502,19292_id,70,1514,5952,26.0,bachelor,male
2503,1753_id,14,113,28,26.0,bachelor,female
2504,19118_id,69,1130,3193,26.0,bachelor,female
2505,4805_id,17,207,42,26.0,bachelor,female
2506,4058_id,15,239,64,26.0,bachelor,male
2507,19454_id,83,2150,6075,26.0,bachelor,male
2508,8639_id,21,312,219,26.0,bachelor,male
2509,16819_id,46,699,792,26.0,bachelor,female
2510,8945_id,20,315,162,26.0,bachelor,female
2511,17475_id,35,625,951,26.0,bachelor,male
2512,16903_id,46,637,575,26.0,bachelor,female
2513,12152_id,25,458,242,26.0,bachelor,male
2514,11634_id,24,435,273,26.0,bachelor,female
2515,2456_id,14,115,33,26.0,bachelor,female
2516,17717_id,40,1013,1664,26.0,bachelor,male
2517,12512_id,25,507,297,26.0,bachelor,male
2518,3760_id,17,171,69,26.0,bachelor,female
2519,13080_id,26,593,311,26.0,bachelor,male
2520,17422_id,48,616,686,26.0,bachelor,female
2521,6231_id,17,294,115,26.0,bachelor,male
2522,11335_id,21,357,199,26.0,bachelor,male
2523,1559_id,13,131,26,26.0,bachelor,male
2524,12561_id,26,581,278,26.0,bachelor,male
2525,13133_id,26,559,254,26.0,bachelor,male
2526,2714_id,13,153,25,26.0,bachelor,male
2527,5604_id,15,193,136,26.0,bachelor,female
2528,2355_id,13,155,33,26.0,bachelor,male
2529,4983_id,17,238,67,26.0,bachelor,male
2530,2659_id,14,107,34,26.0,bachelor,male
2531,10458_id,19,391,236,26.0,bachelor,male
2532,13154_id,24,492,253,26.0,bachelor,male
2533,14511_id,28,541,358,26.0,bachelor,male
2534,17301_id,47,612,768,26.0,bachelor,male
2535,614_id,14,45,14,26.0,bachelor,male
2536,1334_id,12,129,18,26.0,bachelor,male
2537,11249_id,20,408,161,26.0,bachelor,male
2538,17546_id,47,646,1946,26.0,bachelor,female
2539,13430_id,22,596,244,26.0,bachelor,male
2540,18689_id,61,1326,3167,26.0,bachelor,female
2541,6866_id,18,276,99,26.0,bachelor,male
2542,14241_id,28,576,482,26.0,bachelor,female
2543,16533_id,47,686,951,26.0,bachelor,female
2544,2441_id,12,145,29,26.0,bachelor,male
2545,8098_id,19,313,96,26.0,bachelor,female
2546,12501_id,23,512,263,26.0,bachelor,female
2547,18973_id,51,1323,2700,26.0,bachelor,male
2548,7029_id,18,332,126,26.0,bachelor,male
2549,8580_id,19,248,169,26.0,bachelor,male
2550,12891_id,26,576,266,26.0,bachelor,male
2551,16764_id,38,631,754,26.0,bachelor,female
2552,6704_id,18,295,117,26.0,bachelor,female
2553,11142_id,19,386,189,26.0,bachelor,male
2554,13050_id,24,560,261,26.0,bachelor,male
2555,18717_id,54,1303,3865,26.0,bachelor,male
2556,10498_id,19,422,230,26.0,bachelor,male
2557,17932_id,41,975,1332,26.0,bachelor,female
2558,13972_id,24,596,277,26.0,bachelor,male
2559,1009_id,14,70,19,26.0,bachelor,male
2560,16405_id,37,608,943,26.0,bachelor,female
2561,3658_id,15,222,53,26.0,bachelor,male
2562,241_id,14,13,14,26.0,bachelor,female
2563,18944_id,61,1353,3442,26.0,bachelor,female
2564,4182_id,15,201,43,26.0,bachelor,male
2565,10328_id,19,435,209,26.0,bachelor,female
2566,3706_id,18,189,56,26.0,bachelor,female
2567,5059_id,16,194,54,26.0,bachelor,female
2568,1112_id,14,47,16,26.0,bachelor,female
2569,10956_id,19,416,191,26.0,bachelor,male
2570,17738_id,44,932,1274,26.0,bachelor,male
2571,5371_id,17,177,43,26.0,bachelor,male
2572,8723_id,20,332,201,24.0,college,female
2573,9514_id,19,454,201,24.0,college,male
2574,7016_id,15,305,114,24.0,college,male
2575,12800_id,24,487,256,24.0,college,female
2576,7036_id,15,260,91,25.0,college,female
2577,9226_id,21,411,200,24.0,college,female
2578,5784_id,17,201,124,24.0,college,male
2579,1027_id,13,77,17,25.0,college,male
2580,13631_id,22,523,261,24.0,college,male
2581,13498_id,22,520,256,24.0,college,male
2582,994_id,13,27,19,24.0,college,female
2583,10395_id,21,338,172,25.0,college,male
2584,18778_id,59,1360,2738,24.0,college,male
2585,2993_id,14,102,29,25.0,college,female
2586,3537_id,15,182,49,24.0,college,female
2587,6832_id,15,270,91,25.0,college,male
2588,2581_id,14,154,34,24.0,college,female
2589,10407_id,20,404,192,24.0,college,female
2590,2376_id,12,164,33,24.0,college,female
2591,10821_id,21,420,210,24.0,college,female
2592,15144_id,29,565,379,24.0,college,female
2593,16191_id,33,716,802,25.0,college,male
2594,10286_id,20,366,203,24.0,college,male
2595,13464_id,22,495,255,25.0,college,male
2596,14833_id,32,597,381,25.0,college,male
2597,7178_id,15,271,101,25.0,college,female
2598,19604_id,95,1784,5595,24.0,college,female
2599,17176_id,38,644,916,25.0,college,female
2600,5057_id,15,173,48,24.0,college,male
2601,14453_id,33,578,372,25.0,college,male
2602,18918_id,61,1365,4357,24.0,college,male
2603,386_id,13,41,17,24.0,college,female
2604,2085_id,14,122,39,24.0,college,male
2605,2524_id,14,96,38,24.0,college,male
2606,19265_id,73,1591,7445,25.0,college,female
2607,6827_id,17,330,94,24.0,college,male
2608,7729_id,19,291,102,24.0,college,male
2609,18445_id,64,796,2053,25.0,college,female
2610,10717_id,21,465,213,25.0,college,female
2611,12035_id,23,455,244,25.0,college,female
2612,3065_id,13,131,26,25.0,college,female
2613,5134_id,15,189,60,24.0,college,male
2614,3254_id,17,228,41,24.0,college,male
2615,4303_id,18,224,57,25.0,college,male
2616,19633_id,93,1849,5772,25.0,college,male
2617,5342_id,18,174,64,25.0,college,male
2618,2026_id,14,111,28,24.0,college,female
2619,1209_id,12,121,17,25.0,college,female
2620,6855_id,15,302,109,24.0,college,male
2621,442_id,13,74,15,25.0,college,female
2622,11401_id,19,397,196,24.0,college,female
2623,12164_id,26,423,276,25.0,college,female
2624,7671_id,19,312,119,25.0,college,male
2625,60_id,13,72,16,24.0,college,female
2626,4122_id,15,220,43,24.0,college,male
2627,17113_id,47,718,823,25.0,college,male
2628,17374_id,43,719,677,25.0,college,male
2629,176_id,13,90,17,25.0,college,male
2630,19218_id,74,1140,6858,24.0,college,male
2631,17262_id,36,628,691,25.0,college,female
2632,10818_id,21,343,221,24.0,college,female
2633,83_id,13,88,18,24.0,college,male
2634,13913_id,26,565,289,25.0,college,female
2635,9276_id,19,457,216,24.0,college,female
2636,12897_id,24,597,256,24.0,college,male
2637,14716_id,28,480,430,24.0,college,male
2638,4020_id,17,207,64,24.0,college,male
2639,5248_id,15,196,62,24.0,college,female
2640,2094_id,13,164,34,24.0,college,male
2641,12047_id,24,394,315,25.0,college,male
2642,4803_id,18,232,65,25.0,college,male
2643,6154_id,16,272,148,25.0,college,male
2644,3350_id,16,174,40,24.0,college,male
2645,1442_id,14,133,30,25.0,college,male
2646,15087_id,27,541,337,24.0,college,male
2647,2928_id,12,100,20,24.0,college,female
2648,12946_id,22,598,278,25.0,college,male
2649,11784_id,23,367,279,25.0,college,male
2650,15908_id,27,648,418,25.0,college,male
2651,16275_id,41,674,735,25.0,college,male
2652,14772_id,30,598,323,25.0,college,male
2653,3839_id,17,206,44,25.0,college,male
2654,930_id,12,69,18,25.0,college,male
2655,4422_id,15,170,63,24.0,college,male
2656,19936_id,98,4619,8256,25.0,college,male
2657,9059_id,21,427,194,25.0,college,male
2658,2634_id,13,130,28,25.0,college,male
2659,14685_id,29,513,411,25.0,college,female
2660,15247_id,28,626,426,26.0,college,female
2661,2998_id,12,133,26,26.0,college,female
2662,16962_id,44,685,637,26.0,college,male
2663,9816_id,20,435,175,26.0,college,male
2664,8198_id,21,255,88,26.0,college,female
2665,14791_id,30,529,447,26.0,college,male
2666,19462_id,75,1444,7383,26.0,college,female
2667,13151_id,22,502,247,26.0,college,female
2668,7612_id,19,283,142,26.0,college,female
2669,2549_id,13,164,36,26.0,college,female
2670,8401_id,21,249,160,26.0,college,male
2671,988_id,14,25,15,26.0,college,female
2672,7328_id,21,254,75,26.0,college,male
2673,3633_id,16,182,48,26.0,college,female
2674,12865_id,25,489,295,26.0,college,female
2675,234_id,14,71,19,26.0,college,male
2676,11943_id,25,427,254,26.0,college,female
2677,18804_id,51,1083,4975,26.0,college,male
2678,13556_id,24,593,307,26.0,college,male
2679,12712_id,25,513,275,26.0,college,female
2680,298_id,14,23,19,26.0,college,male
2681,6963_id,17,257,80,26.0,college,female
2682,4767_id,17,229,43,26.0,college,male
2683,1549_id,12,165,30,26.0,college,female
2684,1465_id,12,101,26,26.0,college,female
2685,8711_id,19,265,183,26.0,college,male
2686,18991_id,62,1145,4558,26.0,college,male
2687,15535_id,31,639,387,26.0,college,male
2688,9473_id,20,345,183,26.0,college,male
2689,16229_id,40,716,768,26.0,college,male
2690,6006_id,18,240,80,26.0,college,female
2691,7850_id,21,309,95,26.0,college,female
2692,18390_id,53,972,2072,26.0,college,male
2693,9773_id,19,367,183,26.0,college,male
2694,7152_id,15,330,91,26.0,college,female
2695,13680_id,24,521,308,26.0,college,male
2696,3715_id,15,223,66,26.0,college,female
2697,11858_id,26,337,270,26.0,college,female
2698,10860_id,20,375,224,26.0,college,female
2699,6684_id,18,335,146,26.0,college,male
2700,18399_id,53,733,1811,26.0,college,female
2701,10129_id,20,420,169,26.0,college,male
2702,19701_id,85,3188,8306,26.0,college,male
2703,6314_id,15,244,73,26.0,college,male
2704,2132_id,14,150,23,26.0,college,male
2705,15403_id,29,719,388,26.0,college,female
2706,12413_id,24,504,272,26.0,college,female
2707,17934_id,47,1000,1204,26.0,college,male
2708,17500_id,40,624,982,26.0,college,male
2709,4584_id,17,236,42,26.0,college,male
2710,2295_id,14,101,21,26.0,college,male
2711,9728_id,21,410,230,26.0,college,male
2712,12093_id,26,342,276,26.0,college,male
2713,7183_id,15,333,128,26.0,college,male
2714,2282_id,12,117,26,26.0,college,male
2715,16879_id,46,683,664,26.0,college,male
2716,16742_id,43,654,688,26.0,college,female
2717,1297_id,12,144,17,26.0,college,female
2718,11448_id,21,346,157,26.0,college,female
2719,7954_id,20,326,74,26.0,college,female
2720,18731_id,62,1373,2440,26.0,college,female
2721,12084_id,26,459,255,26.0,college,male
2722,1272_id,14,133,17,26.0,college,male
2723,15948_id,30,627,387,26.0,college,male
2724,12186_id,22,421,244,26.0,college,female
2725,18338_id,62,822,1819,26.0,college,male
2726,19747_id,96,2865,9105,26.0,college,female
2727,14022_id,22,586,313,26.0,college,male
2728,15613_id,27,704,421,26.0,college,female
2729,350_id,14,45,15,26.0,college,male
2730,451_id,12,66,18,26.0,college,female
2731,16055_id,27,648,452,26.0,college,male
2732,7814_id,19,260,113,26.0,college,male
2733,658_id,13,92,18,26.0,college,female
2734,5776_id,17,225,109,26.0,college,male
2735,2427_id,12,100,38,26.0,college,male
2736,19852_id,101,2754,7817,26.0,college,male
2737,4184_id,15,174,50,26.0,college,female
2738,19378_id,78,1596,6882,26.0,college,female
2739,18043_id,64,854,1177,26.0,college,female
2740,16361_id,44,648,853,26.0,college,male
2741,14784_id,32,534,364,26.0,college,female
2742,8817_id,19,325,193,26.0,college,male
2743,16556_id,49,621,868,26.0,college,female
2744,13436_id,24,565,259,26.0,college,female
2745,2687_id,14,151,24,26.0,college,female
2746,14130_id,24,485,306,26.0,college,female
2747,7288_id,19,245,79,26.0,college,male
2748,18941_id,63,1150,4124,26.0,college,male
2749,6412_id,17,327,144,26.0,college,female
2750,7893_id,19,277,111,26.0,college,female
2751,12278_id,23,413,257,26.0,college,male
2752,2378_id,14,119,37,26.0,college,male
2753,8978_id,20,322,161,26.0,college,female
2754,16109_id,29,619,445,26.0,college,male
2755,13051_id,23,581,317,26.0,college,male
2756,656_id,14,14,19,26.0,college,male
2757,10813_id,20,422,212,26.0,college,male
2758,128_id,14,38,18,26.0,college,male
2759,4586_id,16,218,43,26.0,college,male
2760,9354_id,19,457,171,26.0,college,female
2761,19137_id,77,1229,4546,26.0,college,female
2762,4773_id,18,217,61,26.0,college,male
2763,8628_id,19,327,225,26.0,college,male
2764,3984_id,17,174,46,24.0,high school,female
2765,11376_id,19,473,230,25.0,high school,male
2766,9577_id,19,383,152,25.0,high school,male
2767,7985_id,20,263,143,24.0,high school,male
2768,4056_id,17,190,42,24.0,high school,male
2769,8317_id,21,332,93,25.0,high school,male
2770,6927_id,17,314,93,24.0,high school,female
2771,8204_id,21,250,138,24.0,high school,female
2772,15357_id,34,606,367,24.0,high school,female
2773,19120_id,72,1155,3819,24.0,high school,female
2774,9296_id,19,379,173,25.0,high school,male
2775,11329_id,19,390,236,24.0,high school,female
2776,17317_id,41,678,755,24.0,high school,female
2777,4162_id,16,208,50,24.0,high school,female
2778,13139_id,26,591,242,24.0,high school,male
2779,12115_id,22,448,317,25.0,high school,female
2780,19475_id,68,1519,6300,25.0,high school,female
2781,13929_id,22,598,318,24.0,high school,female
2782,15993_id,27,709,385,24.0,high school,female
2783,8353_id,19,260,125,25.0,high school,male
2784,4807_id,17,221,58,24.0,high school,male
2785,19839_id,85,2374,9024,25.0,high school,male
2786,15774_id,28,682,351,24.0,high school,male
2787,12937_id,26,554,301,25.0,high school,male
2788,6061_id,15,277,144,25.0,high school,female
2789,8611_id,21,329,186,25.0,high school,male
2790,9123_id,21,357,187,24.0,high school,male
2791,5222_id,18,222,63,25.0,high school,male
2792,7749_id,19,250,129,24.0,high school,male
2793,9135_id,19,351,166,25.0,high school,male
2794,11557_id,20,395,234,25.0,high school,male
2795,6402_id,18,278,108,24.0,high school,male
2796,5256_id,17,212,45,24.0,high school,male
2797,15650_id,29,616,495,25.0,high school,male
2798,15206_id,30,702,414,25.0,high school,male
2799,1134_id,12,50,16,25.0,high school,male
2800,3108_id,13,106,21,24.0,high school,female
2801,363_id,13,51,18,24.0,high school,female
2802,10927_id,20,462,222,24.0,high school,female
2803,19328_id,76,1655,6473,26.0,high school,female
2804,1190_id,14,91,19,26.0,high school,male
2805,9981_id,19,428,206,26.0,high school,female
2806,12731_id,22,505,312,26.0,high school,female
2807,17819_id,38,965,1604,26.0,high school,male
2808,11081_id,20,363,159,26.0,high school,female
2809,7426_id,20,241,108,26.0,high school,male
2810,8210_id,21,305,83,26.0,high school,female
2811,12583_id,24,597,246,26.0,high school,female
2812,3223_id,16,231,69,26.0,high school,male
2813,8986_id,20,344,185,26.0,high school,female
2814,18441_id,55,955,1622,26.0,high school,female
2815,9008_id,20,416,195,26.0,high school,female
2816,13651_id,25,500,275,26.0,high school,male
2817,18553_id,57,1383,2790,26.0,high school,female
2818,4746_id,16,172,68,26.0,high school,male
2819,18090_id,51,899,1886,26.0,high school,male
2820,12099_id,25,389,303,26.0,high school,male
2821,18585_id,52,1132,3881,26.0,high school,male
2822,6602_id,16,257,113,26.0,high school,male
2823,13879_id,26,547,303,26.0,high school,female
2824,11058_id,21,410,183,26.0,high school,female
2825,5625_id,15,208,89,26.0,high school,male
2826,18069_id,51,832,2020,26.0,high school,female
2827,1605_id,14,112,29,26.0,high school,female
2828,9378_id,21,412,209,26.0,high school,male
2829,8703_id,20,266,214,26.0,high school,male
2830,2741_id,13,128,30,26.0,high school,male
2831,4201_id,16,199,65,26.0,high school,male
2832,10598_id,20,398,229,26.0,high school,female
2833,17244_id,37,667,643,26.0,high school,female
2834,3140_id,14,105,35,26.0,high school,female
2835,15113_id,27,546,368,26.0,high school,male
2836,6001_id,17,298,125,26.0,high school,female
2837,17990_id,40,965,2274,26.0,high school,female
2838,564_id,12,70,14,26.0,high school,male
2839,12744_id,26,565,251,26.0,high school,female
2840,7970_id,20,306,91,26.0,high school,male
