,client_id,f_segment_degrease_prob,f_segment_from,f_segment_to,m_segment_degrease_prob,m_segment_from,m_segment_to,r_segment_degrease_prob,r_segment_from,r_segment_to
2416,9512_id,,,,0.2791439755165397,1.0,2.0,,,
2417,4555_id,,,,0.48023599822598606,1.0,2.0,,,
2419,2027_id,,,,0.9514020725876142,1.0,2.0,,,
2420,9626_id,,,,0.20200013949637857,1.0,2.0,,,
2421,4253_id,,,,0.5904775319498416,1.0,2.0,,,
2422,5834_id,,,,0.48023599822598606,1.0,2.0,,,
2423,6460_id,,,,0.7868949705709581,1.0,2.0,,,
2424,12890_id,,,,0.07917011758570236,1.0,2.0,,,
2425,7723_id,,,,0.20200013949637857,1.0,2.0,,,
2426,4464_id,,,,0.6953062416872567,1.0,2.0,,,
2427,7626_id,,,,0.37371452522147336,1.0,2.0,,,
2428,13900_id,,,,0.1043637681876095,1.0,2.0,,,
2429,11065_id,,,,0.20200013949637857,1.0,2.0,,,
2430,11266_id,,,,0.37371452522147336,1.0,2.0,,,
2431,9888_id,,,,0.20200013949637857,1.0,2.0,,,
2432,10316_id,,,,0.2791439755165397,1.0,2.0,,,
2433,6640_id,,,,0.48023599822598606,1.0,2.0,,,
2434,10653_id,,,,0.20200013949637857,1.0,2.0,,,
2435,3198_id,,,,0.9514020725876142,1.0,2.0,,,
2436,11003_id,,,,0.2791439755165397,1.0,2.0,,,
2437,9535_id,,,,0.2791439755165397,1.0,2.0,,,
2438,7294_id,,,,0.20200013949637857,1.0,2.0,,,
2440,732_id,,,,0.9514020725876142,1.0,2.0,,,
2441,5351_id,,,,0.48023599822598606,1.0,2.0,,,
2442,11230_id,,,,0.2791439755165397,1.0,2.0,,,
2443,1357_id,,,,0.8604191723726498,1.0,2.0,,,
2444,4840_id,,,,0.5904775319498416,1.0,2.0,,,
2445,10224_id,,,,0.2791439755165397,1.0,2.0,,,
2446,8142_id,,,,0.20200013949637857,1.0,2.0,,,
2447,795_id,,,,0.9514020725876142,1.0,2.0,,,
2448,12755_id,,,,0.14418086208151007,1.0,2.0,,,
2449,6624_id,,,,0.48023599822598606,1.0,2.0,,,
2450,8277_id,,,,0.2791439755165397,1.0,2.0,,,
2451,2331_id,,,,0.9146497974190492,1.0,2.0,,,
2452,5991_id,,,,0.6953062416872567,1.0,2.0,,,
2453,11468_id,,,,0.20200013949637857,1.0,2.0,,,
2454,6195_id,,,,0.6953062416872567,1.0,2.0,,,
2455,14052_id,,,,0.07917011758570236,1.0,2.0,,,
2456,11370_id,,,,0.20200013949637857,1.0,2.0,,,
2457,12546_id,,,,0.07917011758570236,1.0,2.0,,,
2458,11802_id,,,,0.1043637681876095,1.0,2.0,,,
2459,12389_id,,,,0.07917011758570236,1.0,2.0,,,
2460,303_id,,,,0.9146497974190492,1.0,2.0,,,
2461,5661_id,,,,0.5904775319498416,1.0,2.0,,,
2462,6620_id,,,,0.7868949705709581,1.0,2.0,,,
2463,1798_id,,,,0.8604191723726498,1.0,2.0,,,
2464,813_id,,,,0.9146497974190492,1.0,2.0,,,
2465,8747_id,,,,0.20200013949637857,1.0,2.0,,,
2467,8585_id,,,,0.20200013949637857,1.0,2.0,,,
2468,646_id,,,,0.9514020725876142,1.0,2.0,,,
2469,1019_id,,,,0.8604191723726498,1.0,2.0,,,
2470,8116_id,,,,0.20200013949637857,1.0,2.0,,,
2471,8857_id,,,,0.20200013949637857,1.0,2.0,,,
2472,5138_id,,,,0.48023599822598606,1.0,2.0,,,
2473,1266_id,,,,0.8604191723726498,1.0,2.0,,,
2474,10778_id,,,,0.20200013949637857,1.0,2.0,,,
2475,6239_id,,,,0.7868949705709581,1.0,2.0,,,
2476,9777_id,,,,0.37371452522147336,1.0,2.0,,,
2477,7939_id,,,,0.2791439755165397,1.0,2.0,,,
2478,11084_id,,,,0.2791439755165397,1.0,2.0,,,
2479,3040_id,,,,0.9146497974190492,1.0,2.0,,,
2480,2537_id,,,,0.8604191723726498,1.0,2.0,,,
2481,13771_id,,,,0.07917011758570236,1.0,2.0,,,
2482,4625_id,,,,0.5904775319498416,1.0,2.0,,,
2483,8365_id,,,,0.37371452522147336,1.0,2.0,,,
2484,9254_id,,,,0.20200013949637857,1.0,2.0,,,
2485,4297_id,,,,0.5904775319498416,1.0,2.0,,,
2486,955_id,,,,0.9146497974190492,1.0,2.0,,,
2487,3493_id,,,,0.7868949705709581,1.0,2.0,,,
2488,13070_id,,,,0.1043637681876095,1.0,2.0,,,
2489,11037_id,,,,0.20200013949637857,1.0,2.0,,,
2490,3535_id,,,,0.6953062416872567,1.0,2.0,,,
2491,11934_id,,,,0.14418086208151007,1.0,2.0,,,
2492,10925_id,,,,0.37371452522147336,1.0,2.0,,,
2493,6571_id,,,,0.7868949705709581,1.0,2.0,,,
2494,11229_id,,,,0.2791439755165397,1.0,2.0,,,
2495,10338_id,,,,0.2791439755165397,1.0,2.0,,,
2496,2163_id,,,,0.9514020725876142,1.0,2.0,,,
2497,6646_id,,,,0.48023599822598606,1.0,2.0,,,
2498,11920_id,,,,0.1043637681876095,1.0,2.0,,,
2499,8081_id,,,,0.20200013949637857,1.0,2.0,,,
2500,13547_id,,,,0.14418086208151007,1.0,2.0,,,
2501,8552_id,,,,0.20200013949637857,1.0,2.0,,,
2502,3129_id,,,,0.9514020725876142,1.0,2.0,,,
2503,3390_id,,,,0.5904775319498416,1.0,2.0,,,
2504,9065_id,,,,0.2791439755165397,1.0,2.0,,,
2505,5993_id,,,,0.6953062416872567,1.0,2.0,,,
2506,13579_id,,,,0.07917011758570236,1.0,2.0,,,
2508,8730_id,,,,0.2791439755165397,1.0,2.0,,,
2510,2255_id,,,,0.9514020725876142,1.0,2.0,,,
2511,4059_id,,,,0.48023599822598606,1.0,2.0,,,
2512,11043_id,,,,0.37371452522147336,1.0,2.0,,,
2513,3048_id,,,,0.8604191723726498,1.0,2.0,,,
2514,7277_id,,,,0.37371452522147336,1.0,2.0,,,
2515,4106_id,,,,0.48023599822598606,1.0,2.0,,,
2516,12334_id,,,,0.14418086208151007,1.0,2.0,,,
2517,9950_id,,,,0.2791439755165397,1.0,2.0,,,
2518,9480_id,,,,0.2791439755165397,1.0,2.0,,,
2519,12677_id,,,,0.14418086208151007,1.0,2.0,,,
2520,9093_id,,,,0.37371452522147336,1.0,2.0,,,
2521,7150_id,,,,0.6953062416872567,1.0,2.0,,,
2522,5586_id,,,,0.48023599822598606,1.0,2.0,,,
2523,7846_id,,,,0.37371452522147336,1.0,2.0,,,
2524,6569_id,,,,0.48023599822598606,1.0,2.0,,,
2525,3482_id,,,,0.48023599822598606,1.0,2.0,,,
2526,10063_id,,,,0.37371452522147336,1.0,2.0,,,
2527,4762_id,,,,0.48023599822598606,1.0,2.0,,,
2528,4921_id,,,,0.7868949705709581,1.0,2.0,,,
2529,10230_id,,,,0.20200013949637857,1.0,2.0,,,
2530,10757_id,,,,0.37371452522147336,1.0,2.0,,,
2531,1164_id,,,,0.8604191723726498,1.0,2.0,,,
2532,11657_id,,,,0.07917011758570236,1.0,2.0,,,
2533,11381_id,,,,0.2791439755165397,1.0,2.0,,,
2534,5452_id,,,,0.48023599822598606,1.0,2.0,,,
2535,1502_id,,,,0.9514020725876142,1.0,2.0,,,
2536,2448_id,,,,0.9514020725876142,1.0,2.0,,,
2537,5918_id,,,,0.5904775319498416,1.0,2.0,,,
2538,4437_id,,,,0.6953062416872567,1.0,2.0,,,
2539,4996_id,,,,0.6953062416872567,1.0,2.0,,,
2540,3259_id,,,,0.5904775319498416,1.0,2.0,,,
2541,7571_id,,,,0.20200013949637857,1.0,2.0,,,
2542,5858_id,,,,0.6953062416872567,1.0,2.0,,,
2543,8773_id,,,,0.2791439755165397,1.0,2.0,,,
2544,7082_id,,,,0.6953062416872567,1.0,2.0,,,
2545,8903_id,,,,0.37371452522147336,1.0,2.0,,,
2546,11445_id,,,,0.2791439755165397,1.0,2.0,,,
2547,1271_id,,,,0.9146497974190492,1.0,2.0,,,
2548,5587_id,,,,0.5904775319498416,1.0,2.0,,,
2549,7797_id,,,,0.37371452522147336,1.0,2.0,,,
2550,5207_id,,,,0.6953062416872567,1.0,2.0,,,
2551,10679_id,,,,0.2791439755165397,1.0,2.0,,,
2552,5257_id,,,,0.7868949705709581,1.0,2.0,,,
2553,12853_id,,,,0.14418086208151007,1.0,2.0,,,
2554,2773_id,,,,0.9514020725876142,1.0,2.0,,,
2555,4371_id,,,,0.6953062416872567,1.0,2.0,,,
2556,5969_id,,,,0.6953062416872567,1.0,2.0,,,
2557,6122_id,,,,0.48023599822598606,1.0,2.0,,,
2558,2924_id,,,,0.9514020725876142,1.0,2.0,,,
2559,7511_id,,,,0.37371452522147336,1.0,2.0,,,
2560,987_id,,,,0.8604191723726498,1.0,2.0,,,
2561,6731_id,,,,0.48023599822598606,1.0,2.0,,,
2562,8658_id,,,,0.37371452522147336,1.0,2.0,,,
2563,3331_id,,,,0.6953062416872567,1.0,2.0,,,
2564,4989_id,,,,0.5904775319498416,1.0,2.0,,,
2565,13409_id,,,,0.1043637681876095,1.0,2.0,,,
2566,7397_id,,,,0.37371452522147336,1.0,2.0,,,
2567,5583_id,,,,0.5904775319498416,1.0,2.0,,,
2568,9111_id,,,,0.37371452522147336,1.0,2.0,,,
2569,4348_id,,,,0.7868949705709581,1.0,2.0,,,
2570,6786_id,,,,0.5904775319498416,1.0,2.0,,,
2571,4829_id,,,,0.48023599822598606,1.0,2.0,,,
2573,2150_id,,,,0.9146497974190492,1.0,2.0,,,
2574,11150_id,,,,0.2791439755165397,1.0,2.0,,,
2575,7392_id,,,,0.2791439755165397,1.0,2.0,,,
2576,3857_id,,,,0.6953062416872567,1.0,2.0,,,
2577,7438_id,,,,0.37371452522147336,1.0,2.0,,,
2578,5263_id,,,,0.48023599822598606,1.0,2.0,,,
2579,622_id,,,,0.8604191723726498,1.0,2.0,,,
2580,3564_id,,,,0.7868949705709581,1.0,2.0,,,
2581,5359_id,,,,0.7868949705709581,1.0,2.0,,,
2582,8629_id,,,,0.2791439755165397,1.0,2.0,,,
2583,5501_id,,,,0.6953062416872567,1.0,2.0,,,
2584,13559_id,,,,0.07917011758570236,1.0,2.0,,,
2585,2205_id,,,,0.8604191723726498,1.0,2.0,,,
2586,6072_id,,,,0.7868949705709581,1.0,2.0,,,
2587,12071_id,,,,0.1043637681876095,1.0,2.0,,,
2588,4151_id,,,,0.7868949705709581,1.0,2.0,,,
2589,4631_id,,,,0.5904775319498416,1.0,2.0,,,
2590,3596_id,,,,0.6953062416872567,1.0,2.0,,,
2591,7650_id,,,,0.20200013949637857,1.0,2.0,,,
2592,6765_id,,,,0.48023599822598606,1.0,2.0,,,
2593,9521_id,,,,0.2791439755165397,1.0,2.0,,,
2594,13120_id,,,,0.1043637681876095,1.0,2.0,,,
2595,2172_id,,,,0.9514020725876142,1.0,2.0,,,
2596,2165_id,,,,0.8604191723726498,1.0,2.0,,,
2597,6523_id,,,,0.6953062416872567,1.0,2.0,,,
2598,6504_id,,,,0.5904775319498416,1.0,2.0,,,
2599,835_id,,,,0.8604191723726498,1.0,2.0,,,
2600,11224_id,,,,0.37371452522147336,1.0,2.0,,,
2601,4617_id,,,,0.5904775319498416,1.0,2.0,,,
2602,11046_id,,,,0.2791439755165397,1.0,2.0,,,
2603,4948_id,,,,0.6953062416872567,1.0,2.0,,,
2604,8375_id,,,,0.37371452522147336,1.0,2.0,,,
2605,7689_id,,,,0.2791439755165397,1.0,2.0,,,
2606,3132_id,,,,0.9514020725876142,1.0,2.0,,,
2607,3745_id,,,,0.5904775319498416,1.0,2.0,,,
2608,4022_id,,,,0.5904775319498416,1.0,2.0,,,
2609,4357_id,,,,0.7868949705709581,1.0,2.0,,,
2610,2203_id,,,,0.9514020725876142,1.0,2.0,,,
2611,13406_id,,,,0.1043637681876095,1.0,2.0,,,
2612,4181_id,,,,0.7868949705709581,1.0,2.0,,,
2613,10945_id,,,,0.37371452522147336,1.0,2.0,,,
2614,10686_id,,,,0.2791439755165397,1.0,2.0,,,
2615,11145_id,,,,0.20200013949637857,1.0,2.0,,,
2616,5876_id,,,,0.6953062416872567,1.0,2.0,,,
2617,3508_id,,,,0.6953062416872567,1.0,2.0,,,
2618,2445_id,,,,0.9514020725876142,1.0,2.0,,,
2619,10632_id,,,,0.2791439755165397,1.0,2.0,,,
2620,6769_id,,,,0.5904775319498416,1.0,2.0,,,
2621,11495_id,,,,0.20200013949637857,1.0,2.0,,,
2622,1881_id,,,,0.9514020725876142,1.0,2.0,,,
2623,9801_id,,,,0.20200013949637857,1.0,2.0,,,
2624,275_id,,,,0.8604191723726498,1.0,2.0,,,
2625,8994_id,,,,0.20200013949637857,1.0,2.0,,,
2626,170_id,,,,0.9514020725876142,1.0,2.0,,,
2627,14017_id,,,,0.14418086208151007,1.0,2.0,,,
2628,1860_id,,,,0.9146497974190492,1.0,2.0,,,
2629,11355_id,,,,0.20200013949637857,1.0,2.0,,,
2630,1743_id,,,,0.8604191723726498,1.0,2.0,,,
2631,10588_id,,,,0.2791439755165397,1.0,2.0,,,
2632,2130_id,,,,0.9146497974190492,1.0,2.0,,,
2633,8505_id,,,,0.37371452522147336,1.0,2.0,,,
2634,2842_id,,,,0.9514020725876142,1.0,2.0,,,
2635,5635_id,,,,0.5904775319498416,1.0,2.0,,,
2637,2216_id,,,,0.8604191723726498,1.0,2.0,,,
2638,10229_id,,,,0.2791439755165397,1.0,2.0,,,
2639,4442_id,,,,0.5904775319498416,1.0,2.0,,,
2640,9438_id,,,,0.2791439755165397,1.0,2.0,,,
2641,10995_id,,,,0.20200013949637857,1.0,2.0,,,
2642,3738_id,,,,0.7868949705709581,1.0,2.0,,,
2643,8332_id,,,,0.37371452522147336,1.0,2.0,,,
2644,12939_id,,,,0.14418086208151007,1.0,2.0,,,
2645,9255_id,,,,0.20200013949637857,1.0,2.0,,,
2646,7670_id,,,,0.2791439755165397,1.0,2.0,,,
2647,13828_id,,,,0.1043637681876095,1.0,2.0,,,
2648,1392_id,,,,0.9514020725876142,1.0,2.0,,,
2649,9098_id,,,,0.20200013949637857,1.0,2.0,,,
2650,2141_id,,,,0.9146497974190492,1.0,2.0,,,
2651,841_id,,,,0.8604191723726498,1.0,2.0,,,
2652,6631_id,,,,0.5904775319498416,1.0,2.0,,,
2653,11064_id,,,,0.37371452522147336,1.0,2.0,,,
2654,3824_id,,,,0.6953062416872567,1.0,2.0,,,
2655,7845_id,,,,0.2791439755165397,1.0,2.0,,,
2656,9826_id,,,,0.2791439755165397,1.0,2.0,,,
2657,1620_id,,,,0.9514020725876142,1.0,2.0,,,
2659,6303_id,,,,0.7868949705709581,1.0,2.0,,,
2660,11367_id,,,,0.20200013949637857,1.0,2.0,,,
2661,4526_id,,,,0.48023599822598606,1.0,2.0,,,
2662,1446_id,,,,0.9146497974190492,1.0,2.0,,,
2663,12238_id,,,,0.1043637681876095,1.0,2.0,,,
2664,1597_id,,,,0.9146497974190492,1.0,2.0,,,
2665,2329_id,,,,0.9146497974190492,1.0,2.0,,,
2666,5541_id,,,,0.48023599822598606,1.0,2.0,,,
2667,10427_id,,,,0.20200013949637857,1.0,2.0,,,
2668,12983_id,,,,0.07917011758570236,1.0,2.0,,,
2669,7633_id,,,,0.2791439755165397,1.0,2.0,,,
2670,8197_id,,,,0.37371452522147336,1.0,2.0,,,
2671,207_id,,,,0.8604191723726498,1.0,2.0,,,
2672,201_id,,,,0.9146497974190492,1.0,2.0,,,
2673,1893_id,,,,0.9146497974190492,1.0,2.0,,,
2674,12707_id,,,,0.14418086208151007,1.0,2.0,,,
2675,6809_id,,,,0.7868949705709581,1.0,2.0,,,
2676,804_id,,,,0.9514020725876142,1.0,2.0,,,
2677,833_id,,,,0.8604191723726498,1.0,2.0,,,
2678,12043_id,,,,0.14418086208151007,1.0,2.0,,,
2679,8895_id,,,,0.37371452522147336,1.0,2.0,,,
2680,896_id,,,,0.8604191723726498,1.0,2.0,,,
2681,12522_id,,,,0.1043637681876095,1.0,2.0,,,
2682,708_id,,,,0.9514020725876142,1.0,2.0,,,
2683,6419_id,,,,0.7868949705709581,1.0,2.0,,,
2684,6328_id,,,,0.6953062416872567,1.0,2.0,,,
2685,9316_id,,,,0.2791439755165397,1.0,2.0,,,
2687,6994_id,,,,0.7868949705709581,1.0,2.0,,,
2688,2337_id,,,,0.9146497974190492,1.0,2.0,,,
2690,8509_id,,,,0.37371452522147336,1.0,2.0,,,
2692,1367_id,,,,0.9146497974190492,1.0,2.0,,,
2693,6075_id,,,,0.7868949705709581,1.0,2.0,,,
2694,3426_id,,,,0.48023599822598606,1.0,2.0,,,
2695,1079_id,,,,0.8604191723726498,1.0,2.0,,,
2696,1069_id,,,,0.9146497974190492,1.0,2.0,,,
2697,9364_id,,,,0.20200013949637857,1.0,2.0,,,
2698,10550_id,,,,0.20200013949637857,1.0,2.0,,,
2700,1259_id,,,,0.9514020725876142,1.0,2.0,,,
2702,2336_id,,,,0.8604191723726498,1.0,2.0,,,
2704,985_id,,,,0.9514020725876142,1.0,2.0,,,
2705,5365_id,,,,0.48023599822598606,1.0,2.0,,,
2706,6683_id,,,,0.7868949705709581,1.0,2.0,,,
2707,8246_id,,,,0.37371452522147336,1.0,2.0,,,
2708,11889_id,,,,0.1043637681876095,1.0,2.0,,,
2709,9975_id,,,,0.37371452522147336,1.0,2.0,,,
2710,2074_id,,,,0.9514020725876142,1.0,2.0,,,
2711,11699_id,,,,0.1043637681876095,1.0,2.0,,,
2712,13896_id,,,,0.14418086208151007,1.0,2.0,,,
2713,4966_id,,,,0.7868949705709581,1.0,2.0,,,
2714,3697_id,,,,0.7868949705709581,1.0,2.0,,,
2715,8589_id,,,,0.20200013949637857,1.0,2.0,,,
2716,3025_id,,,,0.9146497974190492,1.0,2.0,,,
2717,6346_id,,,,0.5904775319498416,1.0,2.0,,,
2718,8745_id,,,,0.20200013949637857,1.0,2.0,,,
2719,10721_id,,,,0.20200013949637857,1.0,2.0,,,
2720,11835_id,,,,0.1043637681876095,1.0,2.0,,,
2721,8245_id,,,,0.37371452522147336,1.0,2.0,,,
2722,115_id,,,,0.9514020725876142,1.0,2.0,,,
2724,4511_id,,,,0.48023599822598606,1.0,2.0,,,
2725,8478_id,,,,0.2791439755165397,1.0,2.0,,,
2726,1430_id,,,,0.9146497974190492,1.0,2.0,,,
2727,11023_id,,,,0.37371452522147336,1.0,2.0,,,
2728,1792_id,,,,0.9514020725876142,1.0,2.0,,,
2729,6741_id,,,,0.48023599822598606,1.0,2.0,,,
2730,10891_id,,,,0.2791439755165397,1.0,2.0,,,
2731,2167_id,,,,0.8604191723726498,1.0,2.0,,,
2732,4703_id,,,,0.7868949705709581,1.0,2.0,,,
2733,9500_id,,,,0.37371452522147336,1.0,2.0,,,
2734,8515_id,,,,0.37371452522147336,1.0,2.0,,,
2735,10327_id,,,,0.20200013949637857,1.0,2.0,,,
2736,7308_id,,,,0.37371452522147336,1.0,2.0,,,
2737,8877_id,,,,0.20200013949637857,1.0,2.0,,,
2738,12258_id,,,,0.07917011758570236,1.0,2.0,,,
2739,1181_id,,,,0.9514020725876142,1.0,2.0,,,
2740,11121_id,,,,0.37371452522147336,1.0,2.0,,,
2741,2561_id,,,,0.8604191723726498,1.0,2.0,,,
2742,6949_id,,,,0.6953062416872567,1.0,2.0,,,
2744,11700_id,,,,0.07917011758570236,1.0,2.0,,,
2746,407_id,,,,0.8604191723726498,1.0,2.0,,,
2747,8893_id,,,,0.20200013949637857,1.0,2.0,,,
2748,353_id,,,,0.9514020725876142,1.0,2.0,,,
2749,11005_id,,,,0.2791439755165397,1.0,2.0,,,
2750,9856_id,,,,0.37371452522147336,1.0,2.0,,,
2752,7026_id,,,,0.48023599822598606,1.0,2.0,,,
2753,5551_id,,,,0.5904775319498416,1.0,2.0,,,
2754,5524_id,,,,0.5904775319498416,1.0,2.0,,,
2755,8957_id,,,,0.20200013949637857,1.0,2.0,,,
2756,1221_id,,,,0.9146497974190492,1.0,2.0,,,
2757,7373_id,,,,0.37371452522147336,1.0,2.0,,,
2758,12142_id,,,,0.14418086208151007,1.0,2.0,,,
2759,5106_id,,,,0.7868949705709581,1.0,2.0,,,
2760,3268_id,,,,0.48023599822598606,1.0,2.0,,,
2762,272_id,,,,0.8604191723726498,1.0,2.0,,,
2763,7525_id,,,,0.20200013949637857,1.0,2.0,,,
2764,11016_id,,,,0.37371452522147336,1.0,2.0,,,
2765,3979_id,,,,0.48023599822598606,1.0,2.0,,,
2766,10267_id,,,,0.37371452522147336,1.0,2.0,,,
2767,8248_id,,,,0.2791439755165397,1.0,2.0,,,
2768,12262_id,,,,0.1043637681876095,1.0,2.0,,,
2769,5996_id,,,,0.7868949705709581,1.0,2.0,,,
2770,10759_id,,,,0.2791439755165397,1.0,2.0,,,
2771,3066_id,,,,0.9514020725876142,1.0,2.0,,,
2772,3246_id,,,,0.6953062416872567,1.0,2.0,,,
2774,10376_id,,,,0.20200013949637857,1.0,2.0,,,
2775,9041_id,,,,0.37371452522147336,1.0,2.0,,,
2776,1080_id,,,,0.8604191723726498,1.0,2.0,,,
2777,6153_id,,,,0.5904775319498416,1.0,2.0,,,
2778,11593_id,,,,0.2791439755165397,1.0,2.0,,,
2779,791_id,,,,0.9146497974190492,1.0,2.0,,,
2780,10396_id,,,,0.20200013949637857,1.0,2.0,,,
2781,2917_id,,,,0.9146497974190492,1.0,2.0,,,
2782,3248_id,,,,0.5904775319498416,1.0,2.0,,,
2783,14066_id,,,,0.14418086208151007,1.0,2.0,,,
2784,1460_id,,,,0.9146497974190492,1.0,2.0,,,
2785,13645_id,,,,0.14418086208151007,1.0,2.0,,,
2786,113_id,,,,0.9146497974190492,1.0,2.0,,,
2787,9709_id,,,,0.20200013949637857,1.0,2.0,,,
2788,2473_id,,,,0.8604191723726498,1.0,2.0,,,
2789,10739_id,,,,0.20200013949637857,1.0,2.0,,,
2790,4738_id,,,,0.5904775319498416,1.0,2.0,,,
2791,6208_id,,,,0.48023599822598606,1.0,2.0,,,
2792,4558_id,,,,0.6953062416872567,1.0,2.0,,,
2793,4278_id,,,,0.6953062416872567,1.0,2.0,,,
2794,6948_id,,,,0.7868949705709581,1.0,2.0,,,
2795,9820_id,,,,0.2791439755165397,1.0,2.0,,,
2796,1471_id,,,,0.8604191723726498,1.0,2.0,,,
2797,6081_id,,,,0.48023599822598606,1.0,2.0,,,
2798,12616_id,,,,0.14418086208151007,1.0,2.0,,,
2799,4572_id,,,,0.7868949705709581,1.0,2.0,,,
2800,13837_id,,,,0.07917011758570236,1.0,2.0,,,
2801,8079_id,,,,0.20200013949637857,1.0,2.0,,,
2802,6206_id,,,,0.5904775319498416,1.0,2.0,,,
2803,11067_id,,,,0.20200013949637857,1.0,2.0,,,
2804,11527_id,,,,0.20200013949637857,1.0,2.0,,,
2805,2455_id,,,,0.9146497974190492,1.0,2.0,,,
2806,10801_id,,,,0.20200013949637857,1.0,2.0,,,
2807,14095_id,,,,0.07917011758570236,1.0,2.0,,,
2808,2784_id,,,,0.8604191723726498,1.0,2.0,,,
2809,7347_id,,,,0.2791439755165397,1.0,2.0,,,
2811,6901_id,,,,0.48023599822598606,1.0,2.0,,,
2812,2810_id,,,,0.9146497974190492,1.0,2.0,,,
2813,3795_id,,,,0.48023599822598606,1.0,2.0,,,
2814,8788_id,,,,0.37371452522147336,1.0,2.0,,,
2815,3815_id,,,,0.6953062416872567,1.0,2.0,,,
2816,3957_id,,,,0.5904775319498416,1.0,2.0,,,
2817,626_id,,,,0.9514020725876142,1.0,2.0,,,
2818,5903_id,,,,0.5904775319498416,1.0,2.0,,,
2819,206_id,,,,0.9514020725876142,1.0,2.0,,,
2820,10642_id,,,,0.2791439755165397,1.0,2.0,,,
2821,7435_id,,,,0.20200013949637857,1.0,2.0,,,
2822,3712_id,,,,0.6953062416872567,1.0,2.0,,,
2823,480_id,,,,0.9146497974190492,1.0,2.0,,,
2824,310_id,,,,0.9514020725876142,1.0,2.0,,,
2825,8673_id,,,,0.2791439755165397,1.0,2.0,,,
2826,731_id,,,,0.9146497974190492,1.0,2.0,,,
2827,10841_id,,,,0.20200013949637857,1.0,2.0,,,
2828,10682_id,,,,0.2791439755165397,1.0,2.0,,,
2829,2994_id,,,,0.9514020725876142,1.0,2.0,,,
2830,917_id,,,,0.9146497974190492,1.0,2.0,,,
2831,12231_id,,,,0.14418086208151007,1.0,2.0,,,
2832,4899_id,,,,0.7868949705709581,1.0,2.0,,,
2833,9206_id,,,,0.20200013949637857,1.0,2.0,,,
2834,6797_id,,,,0.7868949705709581,1.0,2.0,,,
2835,11998_id,,,,0.1043637681876095,1.0,2.0,,,
2836,6975_id,,,,0.7868949705709581,1.0,2.0,,,
2837,6009_id,,,,0.5904775319498416,1.0,2.0,,,
2838,12717_id,,,,0.1043637681876095,1.0,2.0,,,
2839,1773_id,,,,0.8604191723726498,1.0,2.0,,,
2840,669_id,,,,0.9514020725876142,1.0,2.0,,,
2841,13181_id,,,,0.14418086208151007,1.0,2.0,,,
2842,547_id,,,,0.9146497974190492,1.0,2.0,,,
2843,112_id,,,,0.8604191723726498,1.0,2.0,,,
2844,10595_id,,,,0.20200013949637857,1.0,2.0,,,
2845,9534_id,,,,0.2791439755165397,1.0,2.0,,,
2846,915_id,,,,0.8604191723726498,1.0,2.0,,,
2847,2734_id,,,,0.8604191723726498,1.0,2.0,,,
2848,7239_id,,,,0.2791439755165397,1.0,2.0,,,
2850,479_id,,,,0.9146497974190492,1.0,2.0,,,
2851,5935_id,,,,0.7868949705709581,1.0,2.0,,,
2852,6483_id,,,,0.7868949705709581,1.0,2.0,,,
2853,5703_id,,,,0.48023599822598606,1.0,2.0,,,
2854,9949_id,,,,0.2791439755165397,1.0,2.0,,,
2855,7862_id,,,,0.20200013949637857,1.0,2.0,,,
2856,2040_id,,,,0.9146497974190492,1.0,2.0,,,
2857,1583_id,,,,0.8604191723726498,1.0,2.0,,,
2858,3761_id,,,,0.7868949705709581,1.0,2.0,,,
2859,2940_id,,,,0.9146497974190492,1.0,2.0,,,
2860,11172_id,,,,0.20200013949637857,1.0,2.0,,,
2861,13561_id,,,,0.1043637681876095,1.0,2.0,,,
2862,11750_id,,,,0.1043637681876095,1.0,2.0,,,
2863,8716_id,,,,0.2791439755165397,1.0,2.0,,,
2864,12117_id,,,,0.1043637681876095,1.0,2.0,,,
2865,2278_id,,,,0.9146497974190492,1.0,2.0,,,
2866,2777_id,,,,0.8604191723726498,1.0,2.0,,,
2867,8659_id,,,,0.37371452522147336,1.0,2.0,,,
2868,11568_id,,,,0.37371452522147336,1.0,2.0,,,
2869,10433_id,,,,0.20200013949637857,1.0,2.0,,,
2870,12994_id,,,,0.14418086208151007,1.0,2.0,,,
2872,13489_id,,,,0.1043637681876095,1.0,2.0,,,
2873,4148_id,,,,0.7868949705709581,1.0,2.0,,,
2874,7198_id,,,,0.5904775319498416,1.0,2.0,,,
2876,5983_id,,,,0.7868949705709581,1.0,2.0,,,
2877,3524_id,,,,0.48023599822598606,1.0,2.0,,,
2878,3995_id,,,,0.48023599822598606,1.0,2.0,,,
2879,10855_id,,,,0.2791439755165397,1.0,2.0,,,
2880,8076_id,,,,0.2791439755165397,1.0,2.0,,,
2881,12706_id,,,,0.14418086208151007,1.0,2.0,,,
2882,677_id,,,,0.9514020725876142,1.0,2.0,,,
2883,3282_id,,,,0.5904775319498416,1.0,2.0,,,
2885,12484_id,,,,0.14418086208151007,1.0,2.0,,,
2886,604_id,,,,0.9146497974190492,1.0,2.0,,,
2887,1331_id,,,,0.9146497974190492,1.0,2.0,,,
2888,7321_id,,,,0.20200013949637857,1.0,2.0,,,
2889,1751_id,,,,0.8604191723726498,1.0,2.0,,,
2890,12531_id,,,,0.1043637681876095,1.0,2.0,,,
